incident_severity,vehicle_claim,total_claim_amount,property_claim,authorities_contacted,injury_claim,fraud_reported
0,38500,50050,3850,0,7700,1
1,42960,59070,5370,1,10740,0
1,22120,28440,3160,1,3160,0
0,28980,45540,8280,1,8280,1
1,27090,38700,3870,1,7740,0
3,4240,5830,530,3,1060,0
2,42930,57240,9540,2,4770,1
2,33600,46200,8400,3,4200,0
2,46160,57700,5770,0,5770,0
1,42120,56160,9360,1,4680,0
2,33300,44400,5550,1,5550,0
0,67440,92730,8430,0,16860,1
1,21490,30700,6140,1,3070,0
0,39620,56600,5660,1,11320,0
3,2640,3960,660,3,660,0
1,24360,34800,6960,3,3480,0
1,63600,79500,7950,2,7950,0
2,44800,56000,5600,3,5600,0
1,56980,73260,0,0,16280,1
3,3600,4950,450,3,900,0
1,33600,48000,9600,0,4800,0
0,36540,52200,5220,1,10440,0
1,49200,73800,12300,0,12300,0
2,54740,78200,7820,1,15640,0
0,32200,55200,9200,0,13800,1
2,44380,57060,6340,2,6340,0
1,3640,4680,520,3,520,0
1,42480,53100,5310,0,5310,1
1,2560,3520,320,3,640,0
2,43740,72900,14580,0,14580,0
2,49490,70700,14140,3,7070,0
1,43760,60170,10940,2,5470,0
0,54400,74800,6800,2,13600,1
3,2870,4100,410,3,820,0
1,44720,61490,11180,2,5590,0
3,5040,7200,1440,3,720,0
1,32800,45100,4100,1,8200,0
1,48480,66660,6060,3,12120,0
0,53480,76400,7640,3,15280,1
2,37100,58300,10600,0,10600,0
2,41680,57310,10420,3,5210,0
1,41300,53100,5900,1,5900,0
2,52290,74700,7470,0,14940,0
0,42350,60500,6050,1,12100,0
2,61760,84920,15440,2,7720,1
2,44400,61050,11100,3,5550,0
0,50240,69080,6280,3,12560,1
1,3420,4560,380,3,760,0
2,45200,67800,11300,3,11300,0
1,3920,5600,560,3,1120,0
1,6300,9000,1800,3,900,0
2,56880,85320,7110,3,21330,0
3,4320,5940,1080,3,540,1
0,37360,51370,4670,1,9340,1
0,36120,51600,5160,3,10320,0
3,4200,5400,600,3,600,0
1,38010,48870,5430,1,5430,0
1,3870,5590,860,3,860,0
0,48090,54960,0,2,6870,1
1,27860,39800,3980,3,7960,0
0,43680,56160,6240,0,6240,1
2,36890,52700,10540,1,5270,0
1,53340,68580,7620,1,7620,0
0,58410,90860,19470,0,12980,1
3,4560,5700,570,3,570,0
2,77670,94930,8630,3,8630,0
0,32760,46800,9360,0,4680,1
2,42240,56320,7040,1,7040,0
1,60720,83490,15180,1,7590,0
2,46320,57900,5790,3,5790,0
2,38430,49410,5490,1,5490,0
1,52960,66200,6620,1,6620,0
1,42720,64080,10680,1,10680,0
1,29750,42500,4250,2,8500,0
2,35600,48950,4450,2,8900,0
1,37450,58850,10700,2,10700,0
1,65920,82400,8240,2,8240,0
1,40680,54240,6780,0,6780,0
1,59360,74200,7420,2,7420,0
2,36890,47430,5270,1,5270,0
0,47740,68200,6820,1,13640,1
1,49700,63900,7100,1,7100,0
2,41510,59300,5930,0,11860,0
1,46830,66900,13380,2,6690,1
0,29680,40810,7420,3,3710,1
2,52780,75400,7540,1,15080,0
1,2940,4200,840,3,420,0
0,40950,52650,5850,0,5850,1
0,26880,42240,7680,0,7680,0
1,46270,59490,6610,2,6610,0
0,35360,44200,4420,0,4420,1
3,5390,7700,1540,3,770,0
2,40960,61440,10240,2,10240,0
0,38080,54400,10880,1,5440,1
2,39040,58560,9760,2,9760,0
0,53840,67300,6730,1,6730,1
0,26720,36740,6680,1,3340,1
2,54530,85690,15580,3,15580,0
0,29890,34160,4270,0,0,1
1,40880,61320,10220,1,10220,0
2,53120,79680,13280,3,13280,0
2,48020,61740,6860,1,6860,0
1,5120,6400,640,3,640,0
0,42420,60600,6060,1,12120,0
0,40960,56320,5120,0,10240,0
2,38000,52250,4750,0,9500,0
2,37730,53900,10780,2,5390,0
3,1980,2640,440,3,220,0
1,6210,8970,1380,3,1380,0
1,4000,6000,1000,3,1000,0
0,38640,55200,5520,1,11040,1
3,5280,7260,1320,3,660,0
1,41160,64680,11760,3,11760,0
0,47360,59200,11840,3,0,0
1,3290,4700,940,3,470,0
2,55520,69400,6940,2,6940,0
2,32400,40500,4050,3,4050,0
1,45000,60000,10000,1,5000,0
1,44880,67320,11220,2,11220,0
2,58870,75690,8410,2,8410,0
0,51440,64300,6430,1,6430,1
0,51520,64400,6440,3,6440,0
1,64720,97080,16180,1,16180,0
1,4500,5500,500,3,500,0
2,21490,30700,6140,2,3070,0
1,26040,33480,3720,3,3720,0
2,43620,65430,7270,3,14540,0
0,31040,42680,7760,3,3880,1
1,71820,87780,7980,1,7980,0
0,43680,72800,14560,1,14560,0
0,63280,71190,7910,1,0,1
3,2800,3600,400,3,400,0
0,41760,62640,10440,2,10440,0
1,50640,69630,6330,0,12660,0
1,55280,76010,6910,3,13820,1
2,32160,44220,4020,2,8040,0
1,41600,57200,10400,2,5200,0
1,1960,3080,560,3,560,0
2,55120,75790,6890,2,13780,0
1,23760,32670,2970,0,5940,0
1,2580,3870,860,3,430,0
2,66560,91520,16640,1,8320,1
0,54320,74690,13580,2,6790,1
3,3360,4620,840,3,420,0
0,35000,55000,10000,3,10000,1
0,39600,59400,6600,3,13200,1
2,49120,55260,0,1,6140,0
1,35980,51400,10280,2,5140,0
1,32520,48780,10840,0,5420,0
0,40740,52380,5820,0,5820,0
2,47320,74360,13520,2,13520,1
1,42720,53400,5340,3,5340,0
2,43080,71800,14360,3,14360,0
0,59710,68240,0,2,8530,1
0,38850,61050,11100,2,11100,1
1,3870,5590,860,3,860,0
0,29820,46860,8520,1,8520,0
1,2730,4290,780,3,780,0
1,54950,78500,7850,3,15700,0
2,55090,70830,7870,3,7870,0
2,45360,68040,7560,3,15120,0
0,47700,63600,10600,1,5300,1
1,33880,43560,4840,2,4840,0
2,40560,60840,6760,3,13520,0
2,45440,68160,11360,3,11360,0
1,3760,5170,470,3,940,0
2,46160,57700,5770,0,5770,0
2,59680,89520,14920,2,14920,0
1,3360,4620,840,3,420,0
1,35140,45180,5020,0,5020,0
2,31570,45100,4510,2,9020,0
2,52920,83160,15120,3,15120,0
1,54810,86130,15660,3,15660,0
0,33600,48000,4800,1,9600,0
1,2100,3300,600,3,600,0
1,40040,57200,5720,0,11440,0
3,5520,7590,690,3,1380,0
2,55440,80080,12320,3,12320,0
1,3360,4800,480,3,960,0
1,2730,3900,780,3,390,1
1,72320,90400,9040,2,9040,0
1,44030,62900,12580,2,6290,0
0,37940,54200,10840,3,5420,1
0,36260,51800,10360,3,5180,0
3,4800,6600,1200,3,600,0
2,53920,74140,6740,1,13480,0
2,47460,67800,6780,1,13560,0
0,38780,55400,11080,1,5540,1
0,34370,49100,4910,0,9820,1
0,75600,98280,7560,3,15120,1
2,48400,66550,12100,1,6050,0
0,49280,70400,7040,1,14080,0
0,39960,53280,8880,0,4440,1
2,53830,84590,15380,2,15380,0
2,34720,54560,9920,2,9920,0
1,67230,82170,7470,0,7470,0
2,42770,61100,12220,3,6110,0
1,36330,51900,10380,3,5190,1
3,2580,3440,430,3,430,0
2,34260,51390,11420,0,5710,0
0,61520,76900,7690,2,7690,0
1,53900,77000,7700,2,15400,1
0,41760,60320,9280,2,9280,1
1,42490,60700,6070,1,12140,0
2,47360,53280,0,3,5920,0
1,26670,34290,3810,1,3810,0
2,41760,46980,5220,2,0,0
0,25690,36700,7340,1,3670,0
2,48160,60200,6020,2,6020,0
1,4860,6480,1080,3,540,0
1,61040,87200,8720,1,17440,0
0,72320,108480,18080,1,18080,0
1,52500,67500,7500,3,7500,0
0,36540,46980,5220,2,5220,0
1,3680,5060,920,3,460,0
3,4562,5711,574,3,574,0
1,42986,53733,5373,1,5373,0
1,57647,76863,6405,0,12810,0
0,43587,65381,10896,2,10896,0
1,52590,75129,15025,3,7512,0
2,3832,5748,638,3,1277,0
0,41177,52942,5882,0,5882,0
0,50317,69186,6289,1,12579,0
1,43423,68093,12334,1,12334,0
0,34380,51025,8322,0,8322,0
1,4336,6207,682,3,1188,0
0,53214,70953,11825,0,5912,0
1,2139,3280,596,3,543,0
2,49621,70887,14177,2,7088,0
0,42675,64012,10668,1,10668,0
3,4651,5814,581,3,581,0
1,46270,69406,11567,0,11567,0
2,4819,6561,1161,3,580,0
1,27993,39991,3999,0,7998,0
1,75682,104578,16818,2,12077,0
1,45418,60557,10092,0,5046,0
2,6107,8793,975,3,1710,0
0,50823,62665,5921,0,5921,0
2,54682,70994,8156,3,8156,0
2,48334,55136,0,1,6801,0
1,50101,71573,14314,2,7157,0
1,35924,48757,8555,2,4277,0
2,54953,70654,7850,3,7850,0
1,54789,78270,7827,1,15654,0
1,2285,3113,313,3,514,0
0,46313,63681,11578,0,5789,0
1,55275,85737,15230,2,15230,0
1,45156,67734,11289,2,11289,0
2,22162,27704,2771,3,2771,0
1,32422,40528,4052,3,4052,0
2,16278,25426,4393,1,4754,0
1,40430,60521,15005,2,5085,0
0,75527,94409,9440,2,9440,0
2,33180,46928,9164,3,4582,0
3,5440,7400,653,3,1306,0
1,4335,6202,987,3,878,0
0,52804,66638,6916,1,6916,0
1,33988,42597,4304,0,4304,0
1,33462,43965,5251,2,5251,0
1,47974,68534,6853,1,13706,0
2,2312,3179,289,3,578,0
0,46287,69431,11571,1,11571,0
0,45309,70140,12415,2,12415,0
1,32970,47100,9420,2,4710,0
1,41938,53035,5548,1,5548,0
1,33057,47224,9444,1,4722,0
1,4282,6160,1317,3,560,0
1,44801,61390,11059,2,5529,0
1,43485,62121,12424,1,6212,0
1,36715,52451,10490,1,5245,0
1,30776,44261,4494,0,8989,0
2,3483,4976,497,3,995,0
1,53083,66354,6635,0,6635,0
2,45398,68098,11349,3,11349,0
1,35502,50717,5071,1,10143,0
1,3718,5113,464,3,929,0
1,986,1318,168,3,163,0
0,48153,59080,10926,3,0,0
0,48170,61918,6873,2,6873,0
1,77369,94942,8786,2,8786,0
1,32382,51406,8905,3,10119,0
0,38715,54318,5200,1,10401,0
0,25854,41942,8043,1,8043,0
1,2585,4271,843,3,843,0
1,42993,67561,12283,0,12283,0
0,30037,46994,8478,0,8478,0
1,26549,34134,3792,1,3792,0
2,34227,47062,8556,2,4278,0
2,4277,5881,534,3,1069,0
1,35180,45000,4910,0,4910,0
1,49898,71097,14132,2,7066,0
1,39915,62724,11404,1,11404,0
1,3736,5137,467,3,934,0
1,27384,42248,7431,1,7431,0
1,32707,48866,10773,0,5386,0
3,4329,6077,1165,3,582,0
3,5215,7140,641,3,1283,0
2,61438,84477,15359,2,7679,0
2,46072,57590,5759,0,5759,0
1,3858,5655,898,3,898,0
3,2100,2700,300,3,300,0
0,46741,60096,6677,1,6677,0
1,41994,56410,9610,1,4805,0
1,32678,45100,4140,1,8281,0
1,50692,69702,6336,0,12673,0
1,1961,3082,560,3,560,0
1,34103,47559,8970,1,4485,0
1,58394,84430,13018,2,13018,0
0,69961,94402,16294,0,8147,0
1,33741,40391,2134,2,4515,0
1,46543,59841,6649,1,6649,0
1,5796,8034,814,3,1423,0
2,47469,54934,0,1,7464,0
2,5690,7298,804,3,804,0
1,47569,54151,6582,1,0,0
1,5111,7028,638,3,1277,0
1,49840,64080,7120,0,7120,0
1,24113,34650,3512,3,7024,0
0,52010,78016,13002,0,13002,0
1,6210,8970,1382,3,1376,0
1,57259,84635,13687,2,13687,0
1,55504,79291,7929,0,15858,0
0,53283,66604,6660,0,6660,0
0,53088,79632,13272,2,13272,0
3,3841,5804,981,3,981,0
1,34988,49984,4998,1,9996,0
1,63816,90588,8924,0,17848,0
1,31897,40164,4133,1,4133,0
1,38153,61906,17814,2,5938,0
2,5048,7183,711,3,1423,0
1,54134,77334,7733,3,15466,0
1,44011,62960,12632,2,6316,0
3,3792,4422,527,3,102,0
1,63160,90078,8972,1,17945,0
1,55870,76822,6983,0,13967,0
1,3411,4592,393,3,787,0
1,47895,65856,11973,2,5986,0
1,25540,42019,8239,1,8239,0
0,51781,71199,12945,2,6472,0
3,2846,3740,353,3,540,0
1,45317,62311,5664,1,11329,0
1,60167,81002,6944,0,13889,0
0,53377,76252,7625,1,15250,0
0,31496,44156,8439,3,4219,0
0,46320,69480,11580,1,11580,0
1,57022,82128,7978,2,17127,0
1,26399,33351,3476,2,3476,0
1,39294,55333,5346,0,10692,0
0,43948,64620,10336,1,10336,0
1,52538,75055,15011,3,7505,0
1,38018,59728,10855,2,10855,0
1,65208,89672,8154,1,16309,0
0,54482,72838,6118,1,12237,0
1,67816,94894,12007,2,15070,0
1,1781,2290,254,3,254,0
1,3755,5163,469,3,938,0
1,52335,74680,14896,2,7448,0
1,5148,7354,1470,3,735,0
0,48154,61912,6879,2,6879,0
2,53068,74432,7121,0,14242,0
1,3490,4574,440,3,643,0
0,50469,56778,6308,1,0,0
0,41319,53125,5902,2,5902,0
3,5083,7180,699,3,1398,0
0,39894,56991,5699,0,11398,0
1,41655,59507,5950,0,11901,0
1,45937,68906,11484,0,11484,0
1,37609,52060,4816,2,9633,0
1,31052,44361,4436,1,8872,0
1,4840,6518,1118,3,559,0
1,44531,55664,5566,2,5566,0
1,17460,26961,4988,1,4512,0
0,34623,51040,8208,1,8208,0
1,42319,52899,5289,0,5289,0
1,45187,60250,10041,0,5020,0
2,56070,88110,16020,0,16020,0
1,51016,62353,5668,0,5668,0
0,32498,41784,4642,0,4642,0
3,5216,7172,652,3,1304,0
2,3806,5709,634,3,1268,0
1,1440,2096,176,3,480,0
1,46287,63645,11571,0,5785,0
2,38704,58941,10118,2,10118,0
0,36809,52164,5118,1,10236,0
1,33520,51554,9017,0,9017,0
2,52561,82597,15017,2,15017,0
0,51876,71003,12751,1,6375,0
1,43916,62737,6273,1,12547,0
1,51692,73846,14769,0,7384,0
1,1945,2508,281,3,281,0
1,5882,8765,1383,3,1499,0
0,63972,80870,8449,3,8449,0
2,3318,4740,474,3,948,0
1,21897,29238,4213,1,3128,0
3,2320,3190,447,3,422,0
1,3683,5064,920,3,460,0
3,4665,6600,1289,3,644,0
1,56815,77043,6742,0,13485,0
1,27715,41573,4619,1,9238,0
2,4983,6508,762,3,762,0
1,3887,6108,1409,3,812,0
1,51108,70274,6388,1,12777,0
0,63188,91271,14041,2,14041,0
2,56607,77835,7075,2,14151,0
1,50471,69398,6308,1,12617,0
2,3353,4355,958,3,44,0
1,2429,3771,724,3,618,0
1,53077,74359,14188,2,7094,0
1,57253,78724,7156,1,14313,0
1,59242,93095,16926,3,16926,0
1,37595,47623,5014,0,5014,0
1,50076,71537,14307,2,7153,0
1,47303,70955,11825,1,11825,0
1,63509,96614,17902,1,15202,0
1,46590,64061,11647,0,5823,0
0,31912,39330,3709,1,3709,0
1,4931,6458,959,3,567,0
1,27681,41311,4543,2,9087,0
1,52899,79349,13224,1,13224,0
1,1680,2640,480,3,480,0
2,33518,51689,9085,2,9085,0
1,43541,56503,10193,1,2767,0
1,32098,41269,4585,1,4585,0
1,44720,61490,11180,2,5590,0
1,1957,2517,278,3,280,0
1,41648,60159,9255,1,9255,0
1,69938,101022,15541,1,15541,0
0,42646,60923,6092,0,12184,0
1,3431,4844,471,3,942,0
1,35307,44435,4564,2,4564,0
1,5009,6888,626,3,1252,0
1,31509,45013,4501,0,9002,0
2,3127,4290,392,3,770,0
1,3752,5165,470,3,941,0
1,6440,8741,870,3,1431,0
1,24718,32628,3954,0,3954,0
1,46258,69388,11564,0,11564,0
2,52227,78341,13056,0,13056,0
2,3837,4396,546,3,13,0
0,41647,62471,10411,1,10411,0
0,40409,51954,5772,0,5772,0
0,33702,48146,4814,0,9629,0
3,2149,2735,292,3,292,0
2,26158,35968,3269,1,6539,0
1,4840,7140,1533,3,766,0
1,61036,84779,7914,3,15828,0
0,58017,81214,7732,0,15464,0
2,47134,63242,5369,1,10738,0
1,43739,72899,14579,0,14579,0
1,42173,55812,6819,1,6819,0
1,25033,41708,8337,1,8337,0
1,52563,74831,7422,1,14845,0
0,35767,51096,5109,1,10219,0
3,3299,4713,471,3,942,0
0,71503,105926,17211,1,17211,0
0,41436,62155,10359,1,10359,0
2,49144,67574,6143,1,12286,0
1,3431,5391,979,3,979,0
1,44744,55930,5593,2,5593,0
1,48215,61679,6731,2,6731,0
0,50769,69808,6346,0,12692,0
0,61889,85475,7862,0,15724,0
0,34874,49820,9964,1,4982,0
0,46320,69480,11580,1,11580,0
2,54045,79839,12896,3,12896,0
2,3622,4980,905,3,452,0
1,60332,90499,15083,2,15083,0
1,33275,44412,2818,1,8318,0
1,38937,55624,5562,0,11124,0
0,46555,58193,5819,0,5819,0
2,3881,6099,1361,3,856,0
1,43511,65267,10877,1,10877,0
1,35018,45024,5002,1,5002,0
1,41934,57660,10483,1,5241,0
1,41604,57195,10394,1,5197,0
2,42456,56394,6969,1,6969,0
0,49860,68558,6232,0,12465,0
1,34096,51144,11365,0,5682,0
1,44700,55875,5587,2,5587,0
2,3844,5733,944,3,944,0
1,5100,7078,659,3,1318,0
1,58903,85082,13089,0,13089,0
1,23404,34650,3748,3,7496,0
3,3656,5028,914,3,457,0
0,46480,59760,6640,1,6640,0
0,46723,60073,6674,1,6674,0
2,55115,70593,7738,2,7738,0
0,50414,69320,6301,0,12603,0
0,41137,61706,10284,1,10284,0
1,36012,48518,8337,1,4168,0
1,23994,32406,3116,0,5295,0
3,3114,4285,390,3,780,0
1,58902,79942,7013,1,14026,0
1,39543,60991,16085,2,5361,0
2,47911,61600,6844,1,6844,0
1,5782,8036,841,3,1411,0
0,39669,59503,9917,0,9917,0
1,35766,53084,11545,1,5772,0
2,2315,3098,306,3,475,0
2,3654,4664,505,3,505,0
1,57779,79447,7222,1,14444,0
0,43511,72519,14503,1,14503,0
1,48573,58718,5489,1,4655,0
1,52621,75173,7517,1,15034,0
2,3542,5387,885,3,958,0
0,33764,56987,10540,2,12682,0
1,6363,8698,778,3,1556,0
2,5265,7373,1405,3,702,0
1,4405,6197,1045,3,745,0
1,42772,58811,5346,0,10693,0
0,66590,81936,7673,0,7673,0
1,55351,79073,7907,0,15814,0
1,44853,57668,6407,1,6407,0
1,38961,47747,4392,0,4392,0
1,35460,45592,5065,2,5065,0
0,58500,80437,7312,0,14625,0
1,51855,64818,6481,2,6481,0
2,35018,45024,5002,2,5002,0
0,46578,59886,6654,1,6654,0
1,23977,32342,3903,3,4461,0
0,44768,70351,12791,3,12791,0
0,51411,64264,6426,2,6426,0
0,26120,33206,3542,3,3542,0
1,43741,65283,7180,2,14361,0
1,42143,65640,11748,2,11748,0
2,59291,89834,15271,2,15271,0
1,32759,51479,9359,2,9359,0
1,3582,5039,485,3,971,0
3,2100,2700,300,3,300,0
1,30764,43949,4394,0,8789,0
1,45082,63097,6004,3,12009,0
1,45737,62889,11434,1,5717,0
1,69715,100700,15492,1,15492,0
1,33912,56247,11167,2,11167,0
2,35367,50392,5008,2,10017,0
0,35043,49728,4895,2,9790,0
1,35600,53061,11640,1,5820,0
0,35374,50534,5053,1,10106,0
1,51637,64546,6454,2,6454,0
1,39219,56028,5602,0,11205,0
1,2290,2944,327,3,327,0
1,3346,4318,474,3,497,0
1,57811,77081,8281,0,10988,0
2,37973,39867,0,2,1894,0
1,47213,70820,11803,2,11803,0
3,3654,5024,913,3,456,0
1,40767,54356,9059,0,4529,0
3,2937,4195,419,3,839,0
1,58878,90652,15886,3,15886,0
2,48510,66390,12252,0,5627,0
3,2387,3198,382,3,428,0
1,3553,4943,926,3,463,0
1,34293,49313,10013,0,5006,0
2,34447,51029,5527,0,11054,0
0,43697,62424,6242,3,12484,0
1,51977,64972,6497,2,6497,0
0,50990,62716,5863,0,5863,0
1,47984,79362,15689,2,15689,0
0,53364,80046,13341,2,13341,0
1,36854,52649,10529,1,5264,0
0,42778,53473,5347,1,5347,0
1,34209,43346,4568,0,4568,0
1,26601,39194,5589,0,7004,0
2,33599,46198,8399,3,4199,0
1,32428,40655,4113,2,4113,0
2,41490,48675,4900,1,2283,0
1,2931,3856,563,3,360,0
1,43845,60288,10961,2,5480,0
1,47192,64889,11798,1,5899,0
1,44684,61441,11171,2,5585,0
3,5040,7101,1374,3,687,0
2,54908,79988,12540,3,12540,0
2,4559,5699,569,3,569,0
2,5733,7316,791,3,791,0
1,42228,58064,10557,1,5278,0
1,6205,8865,1773,3,886,0
1,59196,79925,6909,1,13819,0
1,34440,57849,6863,2,16545,0
1,49000,63836,12884,0,1952,0
0,72641,108421,17889,1,17889,0
2,46203,57753,5775,0,5775,0
1,39265,58898,9816,1,9816,0
0,61193,76928,7867,1,7867,0
1,44219,63170,6317,0,12634,0
0,55945,76925,13986,0,6993,0
1,57275,77298,6674,1,13348,0
1,56645,77887,14161,2,7080,0
0,50682,75656,12486,0,12486,0
1,42928,58557,5209,1,10419,0
1,39710,59565,9927,0,9927,0
2,42351,56358,7003,1,7003,0
3,4427,5961,854,3,679,0
1,46282,69423,11570,0,11570,0
1,61544,90833,14644,3,14644,0
1,44012,56586,6287,2,6287,0
1,62259,79953,8847,2,8847,0
1,41773,56853,10053,1,5026,0
3,2699,3889,434,3,755,0
1,32325,40214,3944,2,3944,0
1,65353,91697,8781,0,17562,0
1,25479,38019,4180,0,8360,0
1,41106,53455,6174,0,6174,0
1,54843,78348,7834,1,15669,0
1,61082,86967,8628,1,17256,0
3,6047,7449,701,3,701,0
3,2376,3197,368,3,452,0
0,47794,65718,11948,2,5974,0
2,51631,81135,14751,2,14751,0
3,3577,4566,494,3,494,0
0,51999,77998,12999,0,12999,0
3,3590,4954,454,3,909,0
3,2605,3856,573,3,677,0
2,48748,64998,5416,1,10833,0
0,45678,63099,11614,2,5807,0
2,54695,70240,7772,2,7772,0
0,33737,57195,10280,2,13177,0
2,59506,88481,14487,2,14487,0
0,41967,59954,5995,0,11990,0
1,32542,55360,13094,0,9723,0
1,56112,85029,14458,2,14458,0
2,4713,6880,1083,3,1083,0
1,33237,51882,9322,0,9322,0
1,50363,69250,6295,0,12590,0
2,34370,51556,11456,0,5728,0
1,57060,78458,7132,0,14265,0
1,55341,79058,7905,0,15811,0
2,47892,61576,6841,1,6841,0
1,54615,74086,12980,2,6490,0
3,2726,3546,409,3,409,0
1,4111,6160,1488,3,560,0
1,46622,58278,5827,0,5827,0
1,1801,2337,292,3,243,0
3,5125,7048,1281,3,640,0
1,3348,5257,837,3,1071,0
1,39171,55959,11191,1,5595,0
2,3807,5887,1039,3,1039,0
1,41280,60875,9797,1,9797,0
1,66078,82372,8147,1,8147,0
0,60452,85283,8276,2,16553,0
1,3680,5060,920,3,460,0
1,54112,77304,7730,2,15460,0
0,73999,94826,11965,1,8861,0
1,2940,3881,587,3,353,0
3,5040,7144,1402,3,701,0
0,51956,77934,12989,0,12989,0
2,60075,90529,15226,0,15226,0
2,31988,44475,4162,2,8324,0
1,4353,6218,621,3,1243,0
2,54923,70615,7846,3,7846,0
1,3886,5552,555,3,1110,0
1,35098,45126,5014,0,5014,0
2,33018,51885,9433,1,9433,0
1,37542,48268,5363,1,5363,0
1,46250,69375,11562,0,11562,0
0,44247,66371,14749,1,7374,0
1,2828,4247,611,3,808,0
3,2504,3234,260,3,469,0
0,42430,63645,10607,1,10607,0
3,2795,3873,359,3,718,0
0,34305,51020,8357,0,8357,0
0,57425,81389,7988,1,15976,0
1,54274,77535,15507,3,7753,0
1,4380,6209,1020,3,807,0
1,44677,64148,6490,0,12980,0
1,25952,32751,3399,3,3399,0
0,41159,58092,11288,1,5644,0
1,3417,4305,443,3,443,0
1,35136,45175,5019,0,5019,0
1,4528,5594,533,3,533,0
1,4974,6840,621,3,1243,0
0,29583,37706,4061,0,4061,0
1,58831,90908,16038,2,16038,0
1,1680,2640,480,3,480,0
1,32404,40505,4050,3,4050,0
1,36369,59413,11521,0,11521,0
0,39924,57034,5703,0,11406,0
0,61222,82982,14506,0,7253,0
0,47742,65646,11935,2,5967,0
0,37282,52629,5115,2,10231,0
1,60588,76386,7899,1,7899,0
1,43088,61555,6155,0,12311,0
3,3600,4950,450,3,900,0
0,53409,80114,13352,2,13352,0
0,50764,69800,6345,1,12691,0
1,34067,47590,9015,1,4507,0
1,52767,77109,12170,0,12170,0
0,52533,65667,6566,0,6566,0
1,45290,60387,10064,0,5032,0
1,42999,53749,5374,0,5374,0
1,58909,75740,8415,1,8415,0
1,42178,64381,11101,1,11101,0
1,42270,60591,12334,1,5987,0
2,73903,104686,16423,1,14359,0
1,33009,48426,10278,0,5139,0
2,47516,53611,0,2,6094,0
2,47207,56211,2636,1,6367,0
1,47999,68570,6857,2,13714,0
1,39374,50624,5624,2,5624,0
1,23255,35995,4246,0,8493,0
0,76170,94992,9410,2,9410,0
2,2202,3154,573,3,377,0
1,26973,30469,449,0,3046,0
0,50048,64347,7149,1,7149,0
2,3351,4633,427,3,854,0
0,69963,94403,16292,0,8146,0
1,47996,61709,6856,2,6856,0
1,42728,53410,5341,0,5341,0
1,42567,63851,10641,1,10641,0
1,41055,58650,5865,0,11730,0
0,35059,50084,5008,2,10016,0
0,39664,59497,9916,0,9916,0
1,43996,62852,12570,2,6285,0
1,37877,47644,4883,1,4883,0
1,30747,43924,4392,0,8784,0
1,3739,5156,472,3,944,0
2,33600,46200,8400,2,4200,0
0,78539,113445,17453,1,17453,0
1,3435,5392,978,3,978,0
2,32854,51593,9369,2,9369,0
2,4211,5415,705,3,497,0
3,4561,5969,777,3,630,0
2,52133,80576,14221,2,14221,0
0,53436,66338,6451,0,6451,0
1,60235,86050,8605,2,17210,0
0,30996,44135,8759,2,4379,0
1,2967,3971,669,3,334,0
1,29130,43695,4855,1,9710,0
1,24380,34829,6965,2,3482,0
1,70165,87254,8544,1,8544,0
1,46136,59318,6590,1,6590,0
3,4030,4638,104,3,503,0
2,58558,90067,15754,0,15754,0
2,5147,7077,643,3,1286,0
2,56989,69714,6362,2,6362,0
0,40690,52316,5812,0,5812,0
2,4654,6582,1285,3,642,0
2,59640,88146,14253,1,14253,0
1,2965,3999,689,3,344,0
1,22903,34014,3703,3,7406,0
1,49173,64833,13405,1,2254,0
1,39255,53975,4906,2,9813,0
1,39090,55423,10889,2,5444,0
2,21567,30658,6009,2,3081,0
1,39751,54657,4968,1,9937,0
0,42423,58331,5302,0,10605,0
1,3435,5271,918,3,918,0
1,56870,78196,7108,2,14217,0
0,37425,64062,19519,2,7118,0
1,43917,60386,10979,2,5489,0
0,44449,66674,11112,2,11112,0
3,5271,7248,658,3,1317,0
1,43739,72899,14579,0,14579,0
1,33663,46286,8415,0,4207,0
1,3969,5635,555,3,1110,0
0,32272,41493,4610,0,4610,0
1,44523,61220,11130,2,5565,0
3,2688,3519,415,3,415,0
1,22633,33137,3501,3,7002,0
1,58716,84813,13048,2,13048,0
1,53824,69203,7689,1,7689,0
1,4084,6153,1034,3,1034,0
1,31790,38884,3546,1,3546,0
0,29177,37594,4208,0,4208,0
1,42604,58581,5325,0,10651,0
1,44292,65531,7079,2,14159,0
2,4840,7155,1157,3,1157,0
0,35771,51087,5105,1,10210,0
1,50825,63531,6353,0,6353,0
1,2605,3908,774,3,528,0
0,53650,66177,6263,0,6263,0
1,63618,89908,8763,1,17526,0
1,26905,29972,351,0,2715,0
1,58871,85035,13082,0,13082,0
1,54738,82025,13643,2,13643,0
1,55626,79466,7946,0,15893,0
2,5742,7320,789,3,789,0
2,57679,90639,16479,0,16479,0
2,48005,64445,5480,1,10960,0
1,46187,59384,6598,2,6598,0
1,46350,66950,10300,2,10300,0
1,34054,53513,9729,2,9729,0
2,5777,7758,660,3,1320,0
0,59143,80252,7036,0,14072,0
1,44717,63193,6158,3,12317,0
0,49931,64197,7133,1,7133,0
1,34119,43867,4874,1,4874,0
2,48218,64290,5357,1,10715,0
1,33043,44747,3442,1,8260,0
1,34919,44896,4988,0,4988,0
1,60002,80003,6666,1,13333,0
2,2285,3179,578,3,315,0
1,39745,48577,4416,1,4416,0
